"","model1_ASC","model1_DES","model2_ASC","model2_DES","model3_ASC","model3_DES","model4_ASC","model4_DES"
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Eubacterium_hallii_group--__",0.395571337852768,0.0637167528233651,0.194662497461617,0.0171212549253356,0.611420145938231,0.0775538638015852,0.612197819678832,0.128365033495638
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--__",0.517740594631742,0.237686807942609,0.324746085645648,0.132664238335336,0.514914312741333,0.273488602448218,0.4975138082538,0.268567864786172
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella",0.859487387750677,0.713146276838564,0.62497670454395,0.569901226507758,0.410342250049999,0.533013770258793,0.33701204027747,0.444205589272055
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella--__",0.851233678500022,0.704289814290443,0.618127378055568,0.562067869242336,0.402153769357744,0.525950334390815,0.328925068476107,0.438659745844758
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003",0.871814583875844,0.589469002352617,0.859487805566717,0.576755046808736,0.64133369412532,0.985661291704073,0.515338976789667,0.840396827409369
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes",0.166280488373638,0.308392155322355,0.0737064799244561,0.181096076849365,0.254581472641222,0.550505892985317,0.355812729244125,0.561567247576716
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes--__",0.166280488373638,0.308392155322355,0.0737064799244561,0.181096076849365,0.254581472641222,0.550505892985317,0.355812729244125,0.561567247576716
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003--__",0.884942829303771,0.594303049061442,0.874874442967963,0.582033342856609,0.626831698221023,0.980132481254591,0.503927090711072,0.835848323532648
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Tannerellaceae--g__Parabacteroides--s__Parabacteroides_merdae",0.948046170928938,0.680855105047617,0.919638902378127,0.622189046892166,0.752161371719089,0.943997835082365,0.777312331063902,0.986355125913377
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister",0.94287923769011,0.54786904393008,0.961262260136965,0.509448517129707,0.622031887133834,0.920417298756709,0.490209399844765,0.808274096570041
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides--s__Bacteroides_massiliensis_B84634_=_Timone_84634_=_DSM_17679_=_JCM_13223",0.0974842799754069,0.0963791771664463,0.0866226678091702,0.0827399446510274,0.0439775958058983,0.0299345570871851,0.04965824908522,0.0338588956184261
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__",0.982513898407847,0.602674328457647,0.80384404476575,0.697195788974593,0.493699653339941,0.891418790293722,0.252056519550869,0.329893114370551
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__--__",0.982513898407847,0.602674328457647,0.80384404476575,0.697195788974593,0.493699653339941,0.891418790293722,0.252056519550869,0.329893114370551
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister--__",0.772187886324402,0.810786154070492,0.817325177822531,0.718964337613391,0.389716692155511,0.615618518884101,0.337001436311477,0.56476232747565
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Alloprevotella",0.0816878746026393,0.0629236447482142,0.190963751048477,0.158405121848801,0.114556768471239,0.090011791730915,0.140483233066919,0.110094669936321
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5",0.215940121988175,0.043094755293836,0.192315349331828,0.0496428146173696,0.208899092244217,0.0133475684747803,0.172401834197706,0.00268546761953151
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae",0.12022459852623,0.123698433240689,0.142481555427892,0.132078601648202,0.0989150719924252,0.054747647378236,0.169767010371933,0.0493620495012946
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales",0.638149566145429,0.523744008556543,0.594239368237128,0.538793122989186,0.825356168293257,0.27928050457788,0.450311267001124,0.433807749945955
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea",0.425607650663528,0.442091257007814,0.298472407326055,0.379647763955981,0.430627446165731,0.374705832020554,0.592761137570287,0.462856607007176
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea--__",0.425607650663528,0.442091257007814,0.298472407326055,0.379647763955981,0.430627446165731,0.374705832020554,0.592761137570287,0.462856607007176
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila",0.60492622903242,0.837790165014111,0.403264292985606,0.734547167773781,0.399475961104661,0.895988386701767,0.416198058989612,0.90158569322038
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella",0.0464377152782782,0.101776764374281,0.0541356246021893,0.122356479500571,0.0862816321398798,0.152001324840335,0.0353412572679349,0.0359423701491509
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria",0.216305022461127,0.265601277169801,0.215869679344564,0.210266973385635,0.223239016488743,0.329085094552291,0.189118293276689,0.579730322130398
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus",0.957651166372943,0.789402911165364,0.883478284188399,0.667218532713209,0.368833929338022,0.566210468310014,0.405788699274206,0.733664731154465
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae",0.222960274825713,0.169222117032725,0.185505910353788,0.11346714800995,0.149787155680762,0.12026972024,0.0490697925734888,0.0452288155736323
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5--s__uncultured_organism",0.328006973700006,0.0701337233388827,0.286924741557432,0.0767715993057104,0.261643354271221,0.0164506684648122,0.218866340421672,0.00412986870832418
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus--s__uncultured_organism",0.948501895167178,0.796841507071535,0.895848661312095,0.676769017265822,0.364206742388884,0.559938145277813,0.404179676181083,0.729113910563223
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002",0.854098203623172,0.458565170995912,0.783962940165515,0.43253492127822,0.915274059512881,0.403414365045545,0.941688305500458,0.344541121493345
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002--__",0.854098203623172,0.458565170995912,0.783962940165515,0.43253492127822,0.915274059512881,0.403414365045545,0.941688305500458,0.344541121493345
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--s__uncultured_bacterium",0.316009761557038,0.188537309485907,0.35125535926317,0.221251549336062,0.693699293836601,0.424459398133991,0.606321134307987,0.305177630458039
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella",0.118166846306402,0.0904991405489593,0.0994928945806131,0.0615681782896547,0.0716035455084219,0.0607376001283192,0.0221716856894749,0.0220887001948272
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella--__",0.118166846306402,0.0916806175420236,0.0994928945806131,0.062363406807728,0.0716035455084219,0.0614075665740104,0.0221716856894749,0.0223288616825813
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Megasphaera--__",0.227936604263773,0.429071199358106,0.179597592541826,0.391511521461786,0.0848998019872936,0.248120410876387,0.0296737790058265,0.136907664560648
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819",0.911803274381996,0.780007932542642,0.777753063812115,0.65104703675065,0.780995087017128,0.689526947426258,0.952762487774008,0.995452655496732
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819--__",0.911803274381996,0.780007932542642,0.777753063812115,0.65104703675065,0.780995087017128,0.689526947426258,0.952762487774008,0.995452655496732
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae",0.0053778961280982,0.00446448429264787,0.00587868847614876,0.00625631566054593,0.0190792011888865,0.0289293081858449,0.0364033524178676,0.0433771005644436
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae",0.433829794717306,0.618680505480418,0.581516475706375,0.629202269052858,0.66470492842169,0.349982606931027,0.57900863904343,0.519805538632356
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales",0.536198337021185,0.0402601724330598,0.66008396825001,0.0573983212751353,0.960696456229914,0.0218602118843867,0.873960573589557,0.0608413442615313
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XI",0.537106980425877,0.127743824808997,0.660662724168948,0.210268510777149,0.818874829582066,0.240309666188439,0.653541457743614,0.287186389709891
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor",0.339577694973436,0.575190105599555,0.400827185995453,0.629375983415859,0.562657654864776,0.809747828214516,0.675492877795826,0.749561004937695
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor--__",0.339577694973436,0.575190105599555,0.400827185995453,0.629375983415859,0.562657654864776,0.809747828214516,0.675492877795826,0.749561004937695
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--__",0.494220873710964,0.384272138893019,0.273879118992119,0.277666806084642,0.303541167391945,0.626331615869228,0.271898986958807,0.436412340944464
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--__",0.166957569046615,0.171583431247429,0.185751860118576,0.273546210326995,0.117792976459434,0.215784689208531,0.138170707046998,0.0928654977656943
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas",0.356309767613112,0.0487791162745239,0.216039935010405,0.0204407947276032,0.389238648125157,0.0442510305602304,0.179447034548441,0.00907387854890096
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus",0.657732721823725,0.24337940662564,0.728896719490755,0.163260710656037,0.514194367650131,0.262149801796166,0.417116201482367,0.318747717074118
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter",0.0126883593364639,0.0175237877373605,0.0113648149273011,0.0172457620899677,0.0373890281593006,0.0692238128463315,0.0555189492022062,0.0786791187744762
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus--__",0.720278109140516,0.261040146442377,0.769752886841962,0.159896329398402,0.536172281590023,0.275316385756213,0.429367554354539,0.382412092594913
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales",0.208006420306607,0.43924346583544,0.242650944436197,0.365090860310716,0.203051791887558,0.538198324736462,0.256786160721172,0.798521081710265
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas--s__Thiomonas_sp._FB-Cd",0.206439092713826,0.115322795376297,0.156165179443958,0.0573088456784819,0.175253930735348,0.0641989736432253,0.0471793938087822,0.0157813035805372
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae",0.387085733671373,0.275922191691215,0.352791372079534,0.273560019659093,0.601166897019675,0.378209801948794,0.540488488423015,0.314332113041578
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus",0.397206311457617,0.289197377417586,0.358994147126845,0.28399700706512,0.595820433959803,0.373732856773741,0.517243466792841,0.289709168179262
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010",0.587317768204722,0.637811169002864,0.617015746237606,0.784660135301408,0.973003322180542,0.998630295631883,0.99195981446173,0.910101449359365
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Muribaculaceae",0.172505310065385,0.1797243430761,0.0929404829750136,0.106342820345323,0.226144624205965,0.27157333180242,0.170571484461612,0.193661532193908
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Desulfovibrio",0.231912518745226,0.168596633446683,0.226675637118958,0.135125462367585,0.451279566982745,0.223794886885559,0.337520974374338,0.191042034688407
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7",0.416761336921743,0.190668289605087,0.418527957721424,0.191298635867149,0.343047312126305,0.181574097394837,0.421050379468349,0.263206648850261
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales",0.753072916266152,0.725954644779856,0.701823332113193,0.636594504765963,0.936265711903527,0.423751553489319,0.872607535823659,0.483923803401338
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae",0.753072916266152,0.725954644779856,0.701823332113193,0.636594504765963,0.936265711903527,0.423751553489319,0.872607535823659,0.483923803401338
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Phascolarctobacterium--__",0.03805730578409,0.00944232040280721,0.0145422966123868,0.00482733135759875,0.0107341865917973,0.00450761526872684,0.0188748401702046,0.0110157098397355
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus--__",0.738406023127717,0.438248709480315,0.732003745742491,0.454600035734158,0.966776793021386,0.543943797343796,0.966699977049603,0.426884235903735
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales",0.875844123344955,0.427144519779207,0.97087335543396,0.422832481952408,0.924286095799059,0.747812569324356,0.725756702891746,0.652629607246084
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7--__",0.384804545595913,0.199635371427452,0.386369080337042,0.195502193091771,0.304571111416658,0.183560764387531,0.383734448066984,0.264280434432502
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae",0.438987001882208,0.0358621755914671,0.55818984556583,0.0540319528318626,0.9592172137328,0.0191359225021981,0.902886172170132,0.0576005962048623
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3",0.628186513732617,0.798276269853238,0.544852423584461,0.747537447593003,0.83703355768391,0.251232426809736,0.873810148778459,0.184450043042919
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3--__",0.628186513732617,0.798276269853238,0.544852423584461,0.747537447593003,0.83703355768391,0.251232426809736,0.873810148778459,0.184450043042919
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--s__uncultured_delta_proteobacterium",0.855953539546162,0.34874604347943,0.792497336893681,0.30753910408084,0.891813266256711,0.336371607817249,0.737697997762809,0.331544352340053
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae--g__Rothia",0.259805620629435,0.0379244618343419,0.334744295035446,0.0572167850458497,0.596711699770082,0.0183132995685208,0.822230842823455,0.0574325698606706
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae--g__Rothia--__",0.259805620629435,0.0379244618343419,0.334744295035446,0.0572167850458497,0.596711699770082,0.0183132995685208,0.822230842823455,0.0574325698606706
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus",0.528972335855782,0.596715136556401,0.667625683698313,0.605221255287344,0.592572575184309,0.337054792197799,0.496368577719525,0.504607640902548
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus--__",0.528972335855782,0.596715136556401,0.667625683698313,0.605221255287344,0.592572575184309,0.337054792197799,0.496368577719525,0.504607640902548
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae",0.594316717140034,0.729461841897908,0.672087148495829,0.671777424888827,0.611339755704066,0.812892568661771,0.737542250685812,0.68097407508297
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group",0.60706431563106,0.729877455782534,0.687401859724904,0.67157791018818,0.633780410304387,0.812539958199531,0.758718395924774,0.690322942139287
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005",0.519692258229028,0.287308151006238,0.342538855235668,0.18253291034572,0.43150683401681,0.18961003440714,0.148120085132191,0.0845006660297202
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005--__",0.519692258229028,0.277984848461238,0.342538855235668,0.177451772757675,0.43150683401681,0.185943184997469,0.148120085132191,0.0830756079937382
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_9",0.287562761815194,0.063279706874471,0.239500061511138,0.0376770706238623,0.428188891222084,0.0667155873415989,0.37588400830405,0.098763814844539
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_9--__",0.285521233826538,0.0637423332627073,0.23817185571201,0.0380642378963209,0.429697142856999,0.0672939182250854,0.379176965996386,0.0994441454043824
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella",0.87871971186588,0.276239188083421,0.703673659478891,0.154586501777759,0.799617440361173,0.291009749456473,0.733325578775155,0.66927880769096
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces",0.628266000095152,0.705204465774857,0.71663207762776,0.627168435783202,0.842606434297691,0.419746379210052,0.883888492423373,0.480563658859098
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae",0.396443965202782,0.243313016286807,0.294759424820591,0.241876425841892,0.567279304644388,0.559150997752121,0.65815304740554,0.434389450566143
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas",0.396443965202782,0.264415197081103,0.294759424820591,0.26085284717563,0.567279304644388,0.582108111981419,0.65815304740554,0.459071382321542
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas--__",0.396443965202782,0.264415197081103,0.294759424820591,0.26085284717563,0.567279304644388,0.582108111981419,0.65815304740554,0.459071382321542
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Holdemanella",0.044120173063025,0.0449723926831893,0.0547783794502339,0.0428823123201027,0.0764032548555465,0.075491256458475,0.130403394428965,0.142572500718661
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter--__",0.0387813204287291,0.012544083070096,0.0201999892554714,0.00740014402975071,0.0290840598909819,0.0185124007996972,0.0233190783859113,0.00991401578565614
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI",0.984629464787546,0.0471907669789992,0.905525740236688,0.0554952579946269,0.945597932321331,0.023864655074428,0.707234036132315,0.0262622465284769
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI--g__Gemella",0.984629464787546,0.0471907669789992,0.905525740236688,0.0554952579946269,0.945597932321331,0.023864655074428,0.707234036132315,0.0262622465284769
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI--g__Gemella--__",0.90138741755726,0.0504758180526952,0.997373631844565,0.058819535416783,0.850017557435966,0.0251383994979283,0.674134858843776,0.027676740402273
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae",0.0414460487090519,0.00707534529316685,0.0776437377056686,0.0172359212205296,0.189918057974584,0.0140958365547333,0.258180218608852,0.013997837963134
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces--__",0.572537925953594,0.71150765752842,0.650393864103156,0.636152223560593,0.756191809250248,0.400400767736132,0.787183708216519,0.469424766766455
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae--g__Neisseria",0.0515757558866508,0.00683205501801726,0.0951987554174905,0.0166165085664528,0.221206358903973,0.0138389352902435,0.320913343870605,0.0138217534180219
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae--g__Neisseria--__",0.0515757558866508,0.00683205501801726,0.0951987554174905,0.0166165085664528,0.221206358903973,0.0138389352902435,0.320913343870605,0.0138217534180219
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Slackia",0.346109963495691,0.0754833193742392,0.27332492294433,0.0587456765410556,0.29363867243746,0.0618152878043164,0.601347751163182,0.18074955991561
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--s__uncultured_bacterium",0.589564118354694,0.465688490164715,0.559862818615843,0.41655941055233,0.435064893972108,0.324892003871955,0.164414498882675,0.131446185225075
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus",0.577813663856458,0.844666258106721,0.585155801558149,0.856566485999031,0.529664486091326,0.866937983039268,0.812063835440648,0.65319203099945
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Sellimonas",0.486644190271662,0.497664937822947,0.545444320788689,0.457127120262542,0.770366449674473,0.572236095041672,0.592773932860779,0.385032304259689
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group--__",0.927130279226009,0.509083115420504,0.993106964064287,0.458639668725341,0.854702425429283,0.613538211285424,0.961966465368127,0.51399119658011
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1",0.758484837943345,0.366743055607375,0.781233303891213,0.332713065093048,0.365742861928755,0.969210102597586,0.338017155155401,0.85153528460619
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1--__",0.758484837943345,0.366743055607375,0.781233303891213,0.332713065093048,0.365742861928755,0.969210102597586,0.338017155155401,0.85153528460619
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__",0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__",0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__--__",0.937692330773656,0.401133580131304,0.851310744354035,0.369555849570243,0.706835427104117,0.283418612132961,0.911017017971887,0.383172163721017
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Paraprevotella",0.189930473275755,0.179322973905207,0.162667546403692,0.160128137688842,0.383324324549468,0.327522063159434,0.595358231051451,0.589100854128871
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group",0.0798949180529515,0.0449050702737879,0.0866165936320193,0.0321617326318865,0.050810717295245,0.0210267922149409,0.0213636624860446,0.00985170248855801
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group--__",0.0798949180529515,0.0449050702737879,0.0866165936320193,0.0321617326318865,0.050810717295245,0.0210267922149409,0.0213636624860446,0.00985170248855801
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales",0.111050884704647,0.392170490130847,0.124311567606196,0.223324360541428,0.554666782571021,0.206088722207043,0.916596539903366,0.261348301882829
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010--__",0.324828358352969,0.276827840065727,0.438402420280003,0.396990825190455,0.621769846612195,0.591611350451545,0.671362308932412,0.591055418031575
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae",0.0747131866246465,0.4105652801023,0.087668397767821,0.236486301753829,0.464489933102204,0.205482667612057,0.953359165634213,0.256255291036328
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium",0.0868226175561925,0.393434851660159,0.0993864246328701,0.222358838116455,0.484581339527812,0.195566440141016,0.986334534807586,0.23957976630735
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium--__",0.0868226175561925,0.400635580716141,0.0993864246328701,0.227664641397671,0.484581339527812,0.198189428660477,0.986334534807586,0.242586449998803
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira",0.969735246986732,0.453341263013759,0.794124519180109,0.283349992967951,0.838513950196931,0.360649267150569,0.825589751143046,0.755840804200935
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira--__",0.969735246986732,0.453341263013759,0.794124519180109,0.283349992967951,0.838513950196931,0.360649267150569,0.825589751143046,0.755840804200935
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--__",0.914040582125117,0.708641560793581,0.971127601679725,0.654375055031821,0.833461875835562,0.916599477056328,0.874176052693373,0.854689230332197
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2",0.467079013216821,0.235314400417789,0.351073227034534,0.163647755647211,0.620697961854447,0.336364911357077,0.39142390572087,0.169622726295178
