"","model1_ASC","model1_DES","model2_ASC","model2_DES","model3_ASC","model3_DES","model4_ASC","model4_DES"
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--__",0.903703808335603,0.609551652627013,0.728491274813583,0.456552736098608,0.948775914096762,0.663026878237941,0.942134803241546,0.631013447443083
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella",0.993059764925697,0.841957589057247,0.916503932531156,0.778827597714816,0.948775914096762,0.784475665170311,0.903272733944685,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella--__",0.993059764925697,0.841957589057247,0.916503932531156,0.778827597714816,0.948775914096762,0.784475665170311,0.903272733944685,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003",0.993059764925697,0.773984728843072,0.969007959568826,0.778827597714816,0.948775914096762,0.988770633318282,0.942134803241546,0.909000650055031
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes",0.558868494282354,0.667134050289176,0.510302265752177,0.492358125838216,0.900357450465496,0.784475665170311,0.917647270504774,0.79220213172733
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes--__",0.558868494282354,0.667134050289176,0.510302265752177,0.492358125838216,0.900357450465496,0.784475665170311,0.917647270504774,0.79220213172733
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelotrichaceae_UCG-003--__",0.993059764925697,0.773984728843072,0.971593788948506,0.778827597714816,0.948775914096762,0.988568640363636,0.942134803241546,0.907166439875024
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Tannerellaceae--g__Parabacteroides--s__Parabacteroides_merdae",0.993059764925697,0.835953372220627,0.981873693573479,0.778827597714816,0.948775914096762,0.982898660337454,0.969354201091454,0.995452655496732
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister",0.993059764925697,0.760796314278452,0.989803132481259,0.767794447617284,0.948775914096762,0.965982511566447,0.942134803241546,0.898417001000881
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides--s__Bacteroides_massiliensis_B84634_=_Timone_84634_=_DSM_17679_=_JCM_13223",0.517744850821231,0.369259979987107,0.510302265752177,0.341373242045325,0.423784105038656,0.236315880798361,0.536604665485784,0.307632251618843
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__",0.993059764925697,0.773984728843072,0.948574476450967,0.797511729834247,0.948775914096762,0.96486462233529,0.837768464465457,0.69210451681724
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--__--__",0.993059764925697,0.773984728843072,0.948574476450967,0.797511729834247,0.948775914096762,0.96486462233529,0.837768464465457,0.69210451681724
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister--__",0.955469835996731,0.879965860049203,0.948574476450967,0.809757632936376,0.948775914096762,0.819107485377172,0.903272733944685,0.79220213172733
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Alloprevotella",0.481050817104432,0.292944298837552,0.59521802108456,0.481851724961234,0.654128269696311,0.435280454436762,0.744561135254671,0.507392826663046
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5",0.65509521088227,0.283670942763047,0.59521802108456,0.283308048069393,0.830373891670762,0.19592695135901,0.806232106983388,0.170795740602204
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae",0.517744850821231,0.432264854621307,0.533048642659644,0.456552736098608,0.654128269696311,0.362703163880813,0.806232106983388,0.348825149809148
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales",0.917245860079151,0.753292133584511,0.916503932531156,0.777927100784802,0.962626123330773,0.663026878237941,0.929863525365957,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea",0.859973054413071,0.736047223709346,0.692804565910114,0.659715786546459,0.948775914096762,0.69312206661443,0.942134803241546,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Dorea--__",0.859973054413071,0.736047223709346,0.692804565910114,0.659715786546459,0.948775914096762,0.69312206661443,0.942134803241546,0.739985227664105
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila",0.915335264728382,0.900058352954349,0.767892486044446,0.820468413355456,0.948775914096762,0.96486462233529,0.922467638230702,0.955680834813603
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella",0.378645986115191,0.384836078045007,0.429616853237563,0.444315104560994,0.623580886829131,0.568663779990899,0.482344419536745,0.313635887008052
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria",0.65509521088227,0.639857622272702,0.624334955169324,0.506555957781312,0.855301292089399,0.678745012918447,0.8325899324942,0.800751702537585
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus",0.993059764925697,0.86935566374428,0.971593788948506,0.778827597714816,0.948775914096762,0.784475665170311,0.922467638230702,0.877879091730846
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae",0.662629601818473,0.542608095750538,0.59521802108456,0.419564570548419,0.749922261816453,0.482586920638509,0.536604665485784,0.326880985282161
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5--s__uncultured_organism",0.814644892238888,0.308745992134107,0.692804565910114,0.339074563600221,0.907485396255181,0.196297527603194,0.837768464465457,0.210065255489433
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus--s__uncultured_organism",0.993059764925697,0.86935566374428,0.971773743239114,0.779755606849752,0.948775914096762,0.784475665170311,0.922467638230702,0.877879091730846
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002",0.993059764925697,0.743998593758673,0.948574476450967,0.698921851691547,0.982120528283542,0.712698711580462,0.974817410519871,0.69210451681724
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-002--__",0.993059764925697,0.743998593758673,0.948574476450967,0.698921851691547,0.982120528283542,0.712698711580462,0.974817410519871,0.69210451681724
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--s__uncultured_bacterium",0.814644892238888,0.560325835668397,0.728491274813583,0.526052938164253,0.948775914096762,0.72180796046315,0.942134803241546,0.669286113694182
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella",0.517744850821231,0.355292922155174,0.510302265752177,0.283308048069393,0.555364084675077,0.375068755977475,0.395226952992669,0.236685933835362
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella--__",0.517744850821231,0.355541907053214,0.510302265752177,0.283308048069393,0.555364084675077,0.375068755977475,0.395226952992669,0.236685933835362
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Megasphaera--__",0.671146668109999,0.736047223709346,0.59521802108456,0.676634042526348,0.623580886829131,0.663026878237941,0.435053182171378,0.519937898354433
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819",0.993059764925697,0.86935566374428,0.948574476450967,0.778827597714816,0.948775914096762,0.880606201213199,0.974817410519871,0.995452655496732
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819--__",0.993059764925697,0.86935566374428,0.948574476450967,0.778827597714816,0.948775914096762,0.880606201213199,0.974817410519871,0.995452655496732
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae",0.257502310595755,0.0677588735598745,0.20771365949059,0.0828961825022336,0.406800620467252,0.236315880798361,0.482344419536745,0.326880985282161
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae",0.867659589434612,0.783826297779972,0.915954318248485,0.778827597714816,0.948775914096762,0.690882331047476,0.942134803241546,0.751355278568587
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales",0.903703808335603,0.283670942763047,0.929605072060732,0.283308048069393,0.982120528283542,0.204457275859852,0.974817410519871,0.365778719035481
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XI",0.903703808335603,0.436801465475926,0.929605072060732,0.506555957781312,0.960893711465302,0.663026878237941,0.942134803241546,0.648785320288771
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor",0.814644892238888,0.773984728843072,0.767849669557555,0.778827597714816,0.948775914096762,0.94103852005273,0.942134803241546,0.877879091730846
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Flavonifractor--__",0.814644892238888,0.773984728843072,0.767849669557555,0.778827597714816,0.948775914096762,0.94103852005273,0.942134803241546,0.877879091730846
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--__",0.903703808335603,0.728917019895741,0.692804565910114,0.583925429640771,0.927489762121745,0.829889391026727,0.864885422506204,0.739985227664105
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--__",0.558868494282354,0.542608095750538,0.59521802108456,0.583925429640771,0.654128269696311,0.663026878237941,0.744561135254671,0.454326589069089
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas",0.820280006731945,0.287254795838863,0.624334955169324,0.172915559324326,0.948775914096762,0.300476638545172,0.827016767918904,0.210065255489433
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus",0.921405310748654,0.614243264340901,0.94312865289619,0.481851724961234,0.948775914096762,0.663026878237941,0.922467638230702,0.680280362614561
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter",0.279404543441816,0.185752150016022,0.242271712762062,0.156187748844959,0.406800620467252,0.379537456640231,0.536604665485784,0.410163274922679
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus--__",0.942180384632749,0.639857622272702,0.948574476450967,0.481851724961234,0.948775914096762,0.663026878237941,0.922467638230702,0.711862050898728
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhizobiales",0.642194579199038,0.736047223709346,0.637162947746461,0.656529386387359,0.827826536156966,0.784475665170311,0.837768464465457,0.898417001000881
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas--s__Thiomonas_sp._FB-Cd",0.642194579199038,0.412052235164748,0.552267014527972,0.283308048069393,0.80475579142179,0.375068755977475,0.536604665485784,0.210065255489433
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae",0.85926263294913,0.640573781236767,0.728491274813583,0.583925429640771,0.948775914096762,0.69312206661443,0.942134803241546,0.677157784886588
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus",0.85926263294913,0.652232383112002,0.736517024427978,0.583925429640771,0.948775914096762,0.69312206661443,0.942134803241546,0.648785320288771
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010",0.915335264728382,0.80167569858858,0.916503932531156,0.821339321731877,0.982120528283542,0.998630295631883,0.99195981446173,0.958318744689662
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Muribaculaceae",0.571423839591588,0.549850022923713,0.510302265752177,0.409597173807145,0.856118934494012,0.663026878237941,0.806232106983388,0.565959207486402
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Desulfovibrio",0.676588816155796,0.542608095750538,0.626639010258268,0.456552736098608,0.948775914096762,0.663026878237941,0.903272733944685,0.565959207486402
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7",0.859973054413071,0.561412186059423,0.792213634258409,0.49536688124211,0.948775914096762,0.663026878237941,0.922467638230702,0.627172971265191
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales",0.942180384632749,0.841957589057247,0.94312865289619,0.778827597714816,0.982120528283542,0.72180796046315,0.974817410519871,0.739985227664105
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae",0.942180384632749,0.841957589057247,0.94312865289619,0.778827597714816,0.982120528283542,0.72180796046315,0.974817410519871,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Phascolarctobacterium--__",0.369216185106367,0.116232396219469,0.256913906818833,0.0812384458312375,0.406800620467252,0.114513981036325,0.395226952992669,0.210065255489433
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus--__",0.942180384632749,0.736047223709346,0.94312865289619,0.709830661881296,0.982120528283542,0.784475665170311,0.97901462643877,0.739985227664105
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales",0.993059764925697,0.736047223709346,0.989803132481259,0.696687716377543,0.982120528283542,0.905090332197857,0.967645755779073,0.858326718420764
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7--__",0.85926263294913,0.577127710126633,0.767849669557555,0.49536688124211,0.927489762121745,0.663026878237941,0.917647270504774,0.627172971265191
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae",0.872486666240888,0.283670942763047,0.914145098599753,0.283308048069393,0.982120528283542,0.196297527603194,0.974817410519871,0.359156658689141
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3",0.917245860079151,0.86935566374428,0.914145098599753,0.820468413355456,0.962626123330773,0.663026878237941,0.974817410519871,0.563991477765849
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3--__",0.917245860079151,0.86935566374428,0.914145098599753,0.820468413355456,0.962626123330773,0.663026878237941,0.974817410519871,0.563991477765849
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--s__uncultured_delta_proteobacterium",0.993059764925697,0.718829168449069,0.948574476450967,0.618971108213336,0.981303178787661,0.678745012918447,0.967645755779073,0.69210451681724
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae--g__Rothia",0.712225753104829,0.283670942763047,0.728491274813583,0.283308048069393,0.948775914096762,0.196297527603194,0.974817410519871,0.359156658689141
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Micrococcales--f__Micrococcaceae--g__Rothia--__",0.712225753104829,0.283670942763047,0.728491274813583,0.283308048069393,0.948775914096762,0.196297527603194,0.974817410519871,0.359156658689141
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus",0.903703808335603,0.773984728843072,0.931162137789753,0.778827597714816,0.948775914096762,0.678745012918447,0.942134803241546,0.749837522462664
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus--__",0.903703808335603,0.773984728843072,0.931162137789753,0.778827597714816,0.948775914096762,0.678745012918447,0.942134803241546,0.749837522462664
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae",0.915335264728382,0.841957589057247,0.933291324112112,0.778827597714816,0.948775914096762,0.94103852005273,0.967645755779073,0.85932442808089
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group",0.915335264728382,0.841957589057247,0.94312865289619,0.778827597714816,0.948775914096762,0.94103852005273,0.967645755779073,0.863756924793811
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005",0.903703808335603,0.652232383112002,0.728491274813583,0.492358125838216,0.948775914096762,0.663026878237941,0.759712694710272,0.426527171388112
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005--__",0.903703808335603,0.640573781236767,0.728491274813583,0.492358125838216,0.948775914096762,0.663026878237941,0.759712694710272,0.426097473258206
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_9",0.77495727336637,0.292944298837552,0.637162947746461,0.268987281134001,0.948775914096762,0.375429227992581,0.917647270504774,0.47198863042677
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_9--__",0.77495727336637,0.292944298837552,0.637162947746461,0.268987281134001,0.948775914096762,0.375429227992581,0.917647270504774,0.47198863042677
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella",0.993059764925697,0.640573781236767,0.94312865289619,0.481851724961234,0.948775914096762,0.672942735112028,0.967645755779073,0.85932442808089
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces",0.917245860079151,0.841957589057247,0.94312865289619,0.778827597714816,0.963844770167863,0.72180796046315,0.974817410519871,0.739985227664105
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae",0.85926263294913,0.614243264340901,0.692804565910114,0.55335757854476,0.948775914096762,0.784475665170311,0.942134803241546,0.739985227664105
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas",0.85926263294913,0.639857622272702,0.692804565910114,0.57207727863345,0.948775914096762,0.794465148541165,0.942134803241546,0.739985227664105
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Pseudomonadales--f__Pseudomonadaceae--g__Pseudomonas--__",0.85926263294913,0.639857622272702,0.692804565910114,0.57207727863345,0.948775914096762,0.794465148541165,0.942134803241546,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Holdemanella",0.369216185106367,0.283670942763047,0.429616853237563,0.283308048069393,0.578481786763424,0.406885077182967,0.715606968031754,0.519937898354433
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter--__",0.369216185106367,0.147741422825575,0.305749794542829,0.094129832058429,0.406800620467252,0.196297527603194,0.395226952992669,0.210065255489433
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI",0.993059764925697,0.283670942763047,0.972828329038063,0.283308048069393,0.982120528283542,0.210804453157447,0.967645755779073,0.26098107487674
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI--g__Gemella",0.993059764925697,0.283670942763047,0.972828329038063,0.283308048069393,0.982120528283542,0.210804453157447,0.967645755779073,0.26098107487674
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Family_XI--g__Gemella--__",0.993059764925697,0.287316709231375,0.997373631844565,0.283308048069393,0.968084954061543,0.216054352441654,0.942134803241546,0.26670313478554
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae",0.369216185106367,0.0937483251344607,0.510302265752177,0.156187748844959,0.80475579142179,0.19592695135901,0.837768464465457,0.210065255489433
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Actinomycetales--f__Actinomycetaceae--g__Actinomyces--__",0.915335264728382,0.841957589057247,0.923327003503588,0.778827597714816,0.948775914096762,0.712698711580462,0.974817410519871,0.739985227664105
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae--g__Neisseria",0.400026594437926,0.0937483251344607,0.510302265752177,0.156187748844959,0.855301292089399,0.19592695135901,0.903272733944685,0.210065255489433
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Neisseriaceae--g__Neisseria--__",0.400026594437926,0.0937483251344607,0.510302265752177,0.156187748844959,0.855301292089399,0.19592695135901,0.903272733944685,0.210065255489433
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Slackia",0.814644892238888,0.320049274146774,0.692804565910114,0.283308048069393,0.927489762121745,0.375068755977475,0.942134803241546,0.563991477765849
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Parasutterella--s__uncultured_bacterium",0.915335264728382,0.751720506966392,0.914145098599753,0.689926523727296,0.948775914096762,0.678745012918447,0.804366317610627,0.516422095569756
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus",0.915335264728382,0.90135526871791,0.916503932531156,0.884377086193805,0.948775914096762,0.960579367966855,0.974817410519871,0.858326718420764
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Sellimonas",0.903703808335603,0.753292133584511,0.914145098599753,0.709830661881296,0.948775914096762,0.787753585382042,0.942134803241546,0.711862050898728
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group--__",0.993059764925697,0.753292133584511,0.997373631844565,0.709830661881296,0.968084954061543,0.819107485377172,0.977500347123256,0.750485280044071
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1",0.942180384632749,0.719903035081144,0.948574476450967,0.649096654598708,0.948775914096762,0.98469269209595,0.903272733944685,0.914825069272866
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_1--__",0.942180384632749,0.719903035081144,0.948574476450967,0.649096654598708,0.948775914096762,0.98469269209595,0.903272733944685,0.914825069272866
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__",0.993059764925697,0.728917019895741,0.969007959568826,0.656529386387359,0.948775914096762,0.663026878237941,0.974817410519871,0.711862050898728
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__",0.993059764925697,0.728917019895741,0.969007959568826,0.656529386387359,0.948775914096762,0.663026878237941,0.974817410519871,0.711862050898728
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--__--__--__",0.993059764925697,0.728917019895741,0.969007959568826,0.656529386387359,0.948775914096762,0.663026878237941,0.974817410519871,0.711862050898728
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Paraprevotella",0.610079702037274,0.549850022923713,0.562263910395371,0.481851724961234,0.948775914096762,0.678745012918447,0.942134803241546,0.800751702537585
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group",0.479369508317709,0.283670942763047,0.510302265752177,0.237847232021858,0.459009988746809,0.202621815889431,0.395226952992669,0.210065255489433
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_NK4A214_group--__",0.479369508317709,0.283670942763047,0.510302265752177,0.237847232021858,0.459009988746809,0.202621815889431,0.395226952992669,0.210065255489433
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales",0.517744850821231,0.728917019895741,0.524109770601007,0.526052938164253,0.948775914096762,0.663026878237941,0.974817410519871,0.627172971265191
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospiraceae_UCG-010--__",0.814644892238888,0.640573781236767,0.810534707261867,0.67853564693029,0.948775914096762,0.803984655741843,0.942134803241546,0.800751702537585
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae",0.465858693071325,0.736047223709346,0.510302265752177,0.548924408450493,0.948775914096762,0.663026878237941,0.974817410519871,0.622054828622537
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium",0.493028435408379,0.728917019895741,0.510302265752177,0.526052938164253,0.948775914096762,0.663026878237941,0.989446000217074,0.609038399641487
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Propionibacteriales--f__Propionibacteriaceae--g__Cutibacterium--__",0.493028435408379,0.728917019895741,0.510302265752177,0.532333499738673,0.948775914096762,0.663026878237941,0.989446000217074,0.609038399641487
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira",0.993059764925697,0.743105781641111,0.948574476450967,0.583925429640771,0.962626123330773,0.690882331047476,0.974817410519871,0.877879091730846
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnospira--__",0.993059764925697,0.743105781641111,0.948574476450967,0.583925429640771,0.962626123330773,0.690882331047476,0.974817410519871,0.877879091730846
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Eggerthella--__",0.993059764925697,0.841957589057247,0.989803132481259,0.778827597714816,0.962626123330773,0.965982511566447,0.974817410519871,0.915121802173868
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2",0.878882403567745,0.608373815714285,0.728491274813583,0.481851724961234,0.948775914096762,0.678745012918447,0.917647270504774,0.556082752184191
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2--__",0.878882403567745,0.608373815714285,0.728491274813583,0.481851724961234,0.948775914096762,0.678745012918447,0.917647270504774,0.556082752184191
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Clostridium_innocuum_group",0.942180384632749,0.736047223709346,0.94312865289619,0.689926523727296,0.978510399644571,0.745072747796388,0.974817410519871,0.800751702537585
